Positionx,Positiony,Velocityx,Velocityy
0.08,0.287,-0.377,0.146
0.08,0.293,-0.365,0.154
0.08,0.3,-0.348,0.162
0.08,0.307,-0.325,0.169
0.08,0.313,-0.296,0.175
0.08,0.32,-0.263,0.181
0.08,0.327,-0.225,0.186
0.08,0.333,-0.183,0.191
0.08,0.34,-0.14,0.196
0.08,0.347,-0.0962,0.201
0.08,0.353,-0.0519,0.206
0.08,0.36,-0.0087,0.211
0.08,0.367,0.032,0.216
0.08,0.373,0.069,0.22
0.08,0.38,0.102,0.224
0.08,0.387,0.13,0.229
0.08,0.393,0.153,0.233
0.08,0.4,0.17,0.238
0.08,0.407,0.183,0.243
0.08,0.413,0.191,0.247
0.08,0.42,0.193,0.251
0.08,0.427,0.191,0.255
0.08,0.433,0.185,0.259
0.08,0.44,0.176,0.262
0.08,0.447,0.163,0.265
0.08,0.453,0.149,0.267
0.08,0.46,0.134,0.27
0.08,0.467,0.117,0.272
0.08,0.473,0.0991,0.273
0.08,0.48,0.0806,0.274
0.08,0.487,0.062,0.275
0.08,0.493,0.0442,0.274
0.08,0.5,0.0277,0.274
0.08,0.507,0.013,0.273
0.08,0.513,8.25E-05,0.272
0.08,0.52,-0.0111,0.271
0.08,0.527,-0.0206,0.269
0.08,0.533,-0.0289,0.268
0.08,0.54,-0.0362,0.266
0.08,0.547,-0.0426,0.265
0.08,0.553,-0.0482,0.263
0.08,0.56,-0.0527,0.261
0.08,0.567,-0.0559,0.259
0.08,0.573,-0.0575,0.257
0.08,0.58,-0.0576,0.255
0.08,0.587,-0.0565,0.253
0.08,0.593,-0.0544,0.251
0.08,0.6,-0.0511,0.25
0.08,0.607,-0.0466,0.249
0.08,0.613,-0.0404,0.248
0.08,0.62,-0.0324,0.247
0.08,0.627,-0.0227,0.246
0.08,0.633,-0.012,0.246
0.08,0.64,-0.00146,0.245
0.08,0.647,0.00841,0.245
0.08,0.653,0.0174,0.244
0.08,0.66,0.0254,0.244
0.08,0.667,0.0325,0.244
0.08,0.673,0.0385,0.243
0.08,0.68,0.043,0.243
0.08,0.687,0.0454,0.243
0.08,0.693,0.0456,0.242
0.08,0.7,0.0436,0.241
0.08,0.707,0.0398,0.24
0.08,0.713,0.0345,0.24
0.08,0.72,0.0283,0.24
0.08,0.727,0.0217,0.239
0.08,0.733,0.0158,0.239
0.08,0.74,0.0111,0.24
0.08,0.747,0.00784,0.24
0.08,0.753,0.00557,0.24
0.08,0.76,0.00397,0.24
0.08,0.767,0.00283,0.241
0.08,0.773,0.00204,0.241
0.08,0.78,0.0014,0.24
0.08,0.787,0.000644,0.24
0.08,0.793,-0.000366,0.24
0.08,0.8,-0.00165,0.239
0.08,0.807,-0.00309,0.239
0.08,0.813,-0.00442,0.238
0.08,0.82,-0.00541,0.237
0.08,0.827,-0.00604,0.236
0.08,0.833,-0.00651,0.236
0.08,0.84,-0.00706,0.236
0.08,0.847,-0.0079,0.237
0.08,0.853,-0.00923,0.237
0.08,0.86,-0.0111,0.239
0.08,0.867,-0.0131,0.24
0.08,0.873,-0.0146,0.242
0.08,0.88,-0.0147,0.244
0.08,0.887,-0.0125,0.245
0.08,0.893,-0.00853,0.246
0.08,0.9,-0.00336,0.247
0.08,0.907,0.00228,0.248
0.08,0.913,0.00796,0.248
0.08,0.92,0.0135,0.247
0.08,0.927,0.0186,0.247
0.08,0.933,0.023,0.246
0.08,0.94,0.0263,0.245
0.08,0.947,0.0281,0.244
0.08,0.953,0.0286,0.242
0.08,0.96,0.028,0.242
0.08,0.967,0.0267,0.241
0.08,0.973,0.0248,0.24
0.08,0.98,0.0226,0.24
0.08,0.987,0.0205,0.241
0.08,0.993,0.0183,0.241
0.08,1,0.0158,0.242
0.085,0,0.783,-0.341
0.085,0.00667,0.603,-0.0895
0.085,0.0133,0.344,0.058
0.085,0.02,0.264,0.00167
0.085,0.0267,0.264,0.0577
0.085,0.0333,0.257,0.0773
0.085,0.04,0.237,0.0959
0.085,0.0467,0.206,0.108
0.085,0.0533,0.172,0.114
0.085,0.06,0.136,0.116
0.085,0.0667,0.102,0.114
0.085,0.0733,0.0727,0.109
0.085,0.08,0.0485,0.103
0.085,0.0867,0.0304,0.0971
0.085,0.0933,0.018,0.0914
0.085,0.1,0.0105,0.0861
0.085,0.107,0.00619,0.0814
0.085,0.113,0.0034,0.0774
0.085,0.12,0.000704,0.0741
0.085,0.127,-0.00252,0.0715
0.085,0.133,-0.00611,0.0695
0.085,0.14,-0.00937,0.068
0.085,0.147,-0.0114,0.0675
0.085,0.153,-0.012,0.0682
0.085,0.16,-0.0115,0.0705
0.085,0.167,-0.011,0.0744
0.085,0.173,-0.012,0.0797
0.085,0.18,-0.0167,0.0862
0.085,0.187,-0.0267,0.0937
0.085,0.193,-0.0431,0.102
0.085,0.2,-0.0663,0.11
0.085,0.207,-0.0959,0.117
0.085,0.213,-0.13,0.122
0.085,0.22,-0.168,0.125
0.085,0.227,-0.208,0.126
0.085,0.233,-0.248,0.126
0.085,0.24,-0.284,0.125
0.085,0.247,-0.316,0.125
0.085,0.253,-0.343,0.126
0.085,0.26,-0.362,0.128
0.085,0.267,-0.375,0.132
0.085,0.273,-0.381,0.136
0.085,0.28,-0.38,0.141
0.085,0.287,-0.373,0.145
0.085,0.293,-0.361,0.15
0.085,0.3,-0.343,0.153
0.085,0.307,-0.32,0.157
0.085,0.313,-0.291,0.159
0.085,0.32,-0.258,0.161
0.085,0.327,-0.221,0.163
0.085,0.333,-0.181,0.166
0.085,0.34,-0.139,0.168
0.085,0.347,-0.0966,0.171
0.085,0.353,-0.0535,0.174
0.085,0.36,-0.0113,0.177
0.085,0.367,0.0287,0.181
0.085,0.373,0.0655,0.186
0.085,0.38,0.0983,0.191
0.085,0.387,0.127,0.196
0.085,0.393,0.15,0.202
0.085,0.4,0.168,0.209
0.085,0.407,0.181,0.215
0.085,0.413,0.189,0.222
0.085,0.42,0.192,0.228
0.085,0.427,0.191,0.234
0.085,0.433,0.185,0.24
0.085,0.44,0.176,0.246
0.085,0.447,0.165,0.251
0.085,0.453,0.151,0.255
0.085,0.46,0.136,0.259
0.085,0.467,0.12,0.262
0.085,0.473,0.102,0.265
0.085,0.48,0.0842,0.267
0.085,0.487,0.0661,0.268
0.085,0.493,0.0487,0.268
0.085,0.5,0.0325,0.267
0.085,0.507,0.0179,0.267
0.085,0.513,0.00501,0.266
0.085,0.52,-0.00613,0.264
0.085,0.527,-0.0157,0.263
0.085,0.533,-0.0239,0.262
0.085,0.54,-0.0311,0.261
0.085,0.547,-0.0374,0.259
0.085,0.553,-0.0428,0.258
0.085,0.56,-0.0471,0.256
0.085,0.567,-0.0501,0.253
0.085,0.573,-0.0516,0.251
0.085,0.58,-0.0517,0.248
0.085,0.587,-0.0508,0.245
0.085,0.593,-0.0489,0.243
0.085,0.6,-0.0458,0.241
0.085,0.607,-0.0414,0.239
0.085,0.613,-0.0353,0.237
0.085,0.62,-0.0273,0.235
0.085,0.627,-0.0178,0.234
0.085,0.633,-0.00729,0.233
0.085,0.64,0.00314,0.232
0.085,0.647,0.0129,0.231
0.085,0.653,0.0219,0.23
0.085,0.66,0.03,0.229
0.085,0.667,0.0371,0.229
0.085,0.673,0.0431,0.229
0.085,0.68,0.0474,0.229
0.085,0.687,0.0497,0.229
0.085,0.693,0.0497,0.229
0.085,0.7,0.0477,0.23
0.085,0.707,0.044,0.23
0.085,0.713,0.0389,0.23
0.085,0.72,0.0327,0.231
0.085,0.727,0.0262,0.231
0.085,0.733,0.0203,0.232
0.085,0.74,0.0155,0.232
0.085,0.747,0.0121,0.232
0.085,0.753,0.00978,0.232
0.085,0.76,0.00821,0.232
0.085,0.767,0.00717,0.232
0.085,0.773,0.00652,0.232
0.085,0.78,0.00604,0.231
0.085,0.787,0.00542,0.231
0.085,0.793,0.00454,0.23
0.085,0.8,0.00337,0.23
0.085,0.807,0.00198,0.229
0.085,0.813,0.000593,0.228
0.085,0.82,-0.000552,0.228
0.085,0.827,-0.00144,0.227
0.085,0.833,-0.00223,0.227
0.085,0.84,-0.00309,0.227
0.085,0.847,-0.00419,0.228
0.085,0.853,-0.0057,0.229
0.085,0.86,-0.00766,0.23
0.085,0.867,-0.00978,0.231
0.085,0.873,-0.0113,0.233
0.085,0.88,-0.0112,0.234
0.085,0.887,-0.00891,0.235
0.085,0.893,-0.00459,0.235
0.085,0.9,0.000949,0.236
0.085,0.907,0.00702,0.236
0.085,0.913,0.0131,0.235
0.085,0.92,0.0189,0.235
0.085,0.927,0.0242,0.234
0.085,0.933,0.0285,0.233
0.085,0.94,0.0315,0.232
0.085,0.947,0.0331,0.232
0.085,0.953,0.0334,0.231
0.085,0.96,0.0326,0.23
0.085,0.967,0.031,0.23
0.085,0.973,0.0289,0.23
0.085,0.98,0.0267,0.23
0.085,0.987,0.0244,0.231
0.085,0.993,0.022,0.231
0.085,1,0.0193,0.232
0.09,0,0.811,-0.344
0.09,0.00667,0.62,-0.0893
0.09,0.0133,0.343,0.058
0.09,0.02,0.256,-0.000793
0.09,0.0267,0.255,0.0557
0.09,0.0333,0.249,0.0748
0.09,0.04,0.232,0.0935
0.09,0.0467,0.206,0.105
0.09,0.0533,0.174,0.111
0.09,0.06,0.141,0.111
0.09,0.0667,0.108,0.107
0.09,0.0733,0.0792,0.101
0.09,0.08,0.055,0.0937
0.09,0.0867,0.0366,0.0859
0.09,0.0933,0.0239,0.0786
0.09,0.1,0.0158,0.0721
0.09,0.107,0.0108,0.0668
0.09,0.113,0.00724,0.0626
0.09,0.12,0.00371,0.0597
0.09,0.127,-0.000338,0.0577
0.09,0.133,-0.00482,0.0563
0.09,0.14,-0.00914,0.0556
0.09,0.147,-0.0125,0.0557
0.09,0.153,-0.0145,0.0571
0.09,0.16,-0.0153,0.0603
0.09,0.167,-0.0159,0.0654
0.09,0.173,-0.0178,0.0724
0.09,0.18,-0.0229,0.0813
0.09,0.187,-0.0329,0.0915
0.09,0.193,-0.0487,0.103
0.09,0.2,-0.0707,0.114
0.09,0.207,-0.0987,0.123
0.09,0.213,-0.131,0.131
0.09,0.22,-0.168,0.136
0.09,0.227,-0.206,0.139
0.09,0.233,-0.244,0.139
0.09,0.24,-0.279,0.138
0.09,0.247,-0.311,0.137
0.09,0.253,-0.336,0.136
0.09,0.26,-0.356,0.136
0.09,0.267,-0.369,0.137
0.09,0.273,-0.375,0.138
0.09,0.28,-0.374,0.139
0.09,0.287,-0.366,0.139
0.09,0.293,-0.353,0.14
0.09,0.3,-0.335,0.139
0.09,0.307,-0.312,0.138
0.09,0.313,-0.284,0.137
0.09,0.32,-0.251,0.135
0.09,0.327,-0.215,0.134
0.09,0.333,-0.177,0.133
0.09,0.34,-0.137,0.132
0.09,0.347,-0.0956,0.132
0.09,0.353,-0.0542,0.133
0.09,0.36,-0.0136,0.135
0.09,0.367,0.0251,0.138
0.09,0.373,0.061,0.143
0.09,0.38,0.0932,0.148
0.09,0.387,0.121,0.155
0.09,0.393,0.144,0.162
0.09,0.4,0.163,0.17
0.09,0.407,0.176,0.179
0.09,0.413,0.184,0.188
0.09,0.42,0.188,0.196
0.09,0.427,0.187,0.205
0.09,0.433,0.182,0.213
0.09,0.44,0.174,0.22
0.09,0.447,0.164,0.227
0.09,0.453,0.151,0.234
0.09,0.46,0.136,0.239
0.09,0.467,0.121,0.244
0.09,0.473,0.104,0.248
0.09,0.48,0.0868,0.251
0.09,0.487,0.0694,0.252
0.09,0.493,0.0526,0.253
0.09,0.5,0.0368,0.253
0.09,0.507,0.0224,0.252
0.09,0.513,0.00956,0.251
0.09,0.52,-0.00158,0.25
0.09,0.527,-0.0111,0.25
0.09,0.533,-0.0193,0.249
0.09,0.54,-0.0264,0.247
0.09,0.547,-0.0326,0.246
0.09,0.553,-0.0378,0.244
0.09,0.56,-0.0418,0.242
0.09,0.567,-0.0444,0.239
0.09,0.573,-0.0457,0.236
0.09,0.58,-0.0459,0.233
0.09,0.587,-0.0451,0.23
0.09,0.593,-0.0433,0.227
0.09,0.6,-0.0405,0.224
0.09,0.607,-0.0362,0.221
0.09,0.613,-0.0302,0.218
0.09,0.62,-0.0223,0.215
0.09,0.627,-0.0129,0.213
0.09,0.633,-0.00271,0.212
0.09,0.64,0.00745,0.21
0.09,0.647,0.017,0.209
0.09,0.653,0.0259,0.208
0.09,0.66,0.0339,0.207
0.09,0.667,0.0409,0.207
0.09,0.673,0.0467,0.207
0.09,0.68,0.0507,0.207
0.09,0.687,0.0527,0.208
0.09,0.693,0.0525,0.21
0.09,0.7,0.0504,0.211
0.09,0.707,0.0468,0.212
0.09,0.713,0.0419,0.214
0.09,0.72,0.036,0.215
0.09,0.727,0.0298,0.216
0.09,0.733,0.0241,0.216
0.09,0.74,0.0195,0.217
0.09,0.747,0.0161,0.217
0.09,0.753,0.0138,0.217
0.09,0.76,0.0123,0.217
0.09,0.767,0.0114,0.216
0.09,0.773,0.0108,0.215
0.09,0.78,0.0104,0.215
0.09,0.787,0.00989,0.214
0.09,0.793,0.00909,0.213
0.09,0.8,0.00796,0.213
0.09,0.807,0.00655,0.212
0.09,0.813,0.00505,0.211
0.09,0.82,0.0037,0.21
0.09,0.827,0.00253,0.21
0.09,0.833,0.00142,0.21
0.09,0.84,0.000242,0.211
0.09,0.847,-0.00111,0.211
0.09,0.853,-0.00276,0.212
0.09,0.86,-0.00474,0.214
0.09,0.867,-0.00676,0.215
0.09,0.873,-0.00812,0.215
0.09,0.88,-0.00785,0.216
0.09,0.887,-0.0053,0.216
0.09,0.893,-0.000739,0.216
0.09,0.9,0.00504,0.216
0.09,0.907,0.0114,0.215
0.09,0.913,0.0177,0.215
0.09,0.92,0.0237,0.214
0.09,0.927,0.029,0.213
0.09,0.933,0.0331,0.212
0.09,0.94,0.0359,0.212
0.09,0.947,0.0372,0.211
0.09,0.953,0.0373,0.211
0.09,0.96,0.0363,0.211
0.09,0.967,0.0345,0.211
0.09,0.973,0.0323,0.211
0.09,0.98,0.0299,0.212
0.09,0.987,0.0276,0.213
0.09,0.993,0.025,0.214
0.09,1,0.0221,0.215
0.095,0,0.84,-0.348
0.095,0.00667,0.639,-0.0908
0.095,0.0133,0.344,0.0561
0.095,0.02,0.249,-0.00397
0.095,0.0267,0.247,0.0533
0.095,0.0333,0.243,0.0715
0.095,0.04,0.229,0.0905
0.095,0.0467,0.206,0.103
0.095,0.0533,0.178,0.108
0.095,0.06,0.147,0.108
0.095,0.0667,0.116,0.105
0.095,0.0733,0.0874,0.098
0.095,0.08,0.0633,0.09
0.095,0.0867,0.0446,0.0814
0.095,0.0933,0.0313,0.0733
0.095,0.1,0.0224,0.0661
0.095,0.107,0.0164,0.0603
0.095,0.113,0.0116,0.0561
0.095,0.12,0.007,0.0534
0.095,0.127,0.00199,0.0518
0.095,0.133,-0.0034,0.0511
0.095,0.14,-0.00872,0.051
0.095,0.147,-0.0133,0.0518
0.095,0.153,-0.0167,0.0539
0.095,0.16,-0.019,0.0579
0.095,0.167,-0.0211,0.064
0.095,0.173,-0.0242,0.0724
0.095,0.18,-0.03,0.0831
0.095,0.187,-0.04,0.0955
0.095,0.193,-0.0551,0.109
0.095,0.2,-0.0758,0.122
0.095,0.207,-0.102,0.134
0.095,0.213,-0.132,0.143
0.095,0.22,-0.166,0.15
0.095,0.227,-0.202,0.153
0.095,0.233,-0.238,0.154
0.095,0.24,-0.272,0.152
0.095,0.247,-0.303,0.149
0.095,0.253,-0.328,0.146
0.095,0.26,-0.347,0.143
0.095,0.267,-0.36,0.14
0.095,0.273,-0.366,0.137
0.095,0.28,-0.364,0.133
0.095,0.287,-0.357,0.13
0.095,0.293,-0.343,0.125
0.095,0.3,-0.325,0.121
0.095,0.307,-0.302,0.115
0.095,0.313,-0.274,0.11
0.095,0.32,-0.242,0.104
0.095,0.327,-0.207,0.0989
0.095,0.333,-0.171,0.0942
0.095,0.34,-0.132,0.0904
0.095,0.347,-0.0933,0.0876
0.095,0.353,-0.054,0.086
0.095,0.36,-0.0153,0.086
0.095,0.367,0.0215,0.0879
0.095,0.373,0.0556,0.0918
0.095,0.38,0.0866,0.0974
0.095,0.387,0.114,0.105
0.095,0.393,0.136,0.113
0.095,0.4,0.154,0.123
0.095,0.407,0.168,0.134
0.095,0.413,0.176,0.145
0.095,0.42,0.18,0.156
0.095,0.427,0.18,0.166
0.095,0.433,0.177,0.177
0.095,0.44,0.17,0.187
0.095,0.447,0.16,0.196
0.095,0.453,0.148,0.204
0.095,0.46,0.135,0.211
0.095,0.467,0.12,0.217
0.095,0.473,0.104,0.223
0.095,0.48,0.088,0.226
0.095,0.487,0.0716,0.229
0.095,0.493,0.0555,0.231
0.095,0.5,0.0402,0.231
0.095,0.507,0.0261,0.231
0.095,0.513,0.0134,0.23
0.095,0.52,0.00234,0.229
0.095,0.527,-0.00715,0.229
0.095,0.533,-0.0153,0.228
0.095,0.54,-0.0222,0.227
0.095,0.547,-0.0282,0.225
0.095,0.553,-0.0331,0.223
0.095,0.56,-0.0368,0.22
0.095,0.567,-0.0391,0.217
0.095,0.573,-0.0402,0.213
0.095,0.58,-0.0404,0.209
0.095,0.587,-0.0397,0.206
0.095,0.593,-0.0382,0.202
0.095,0.6,-0.0355,0.198
0.095,0.607,-0.0313,0.195
0.095,0.613,-0.0254,0.191
0.095,0.62,-0.0176,0.188
0.095,0.627,-0.00849,0.185
0.095,0.633,0.00132,0.183
0.095,0.64,0.0111,0.181
0.095,0.647,0.0203,0.18
0.095,0.653,0.0288,0.178
0.095,0.66,0.0366,0.178
0.095,0.667,0.0433,0.177
0.095,0.673,0.0488,0.178
0.095,0.68,0.0525,0.179
0.095,0.687,0.0541,0.181
0.095,0.693,0.0536,0.184
0.095,0.7,0.0513,0.186
0.095,0.707,0.0478,0.188
0.095,0.713,0.0432,0.19
0.095,0.72,0.0378,0.192
0.095,0.727,0.0321,0.193
0.095,0.733,0.0268,0.194
0.095,0.74,0.0225,0.194
0.095,0.747,0.0194,0.194
0.095,0.753,0.0172,0.194
0.095,0.76,0.0158,0.194
0.095,0.767,0.015,0.193
0.095,0.773,0.0145,0.192
0.095,0.78,0.0141,0.191
0.095,0.787,0.0137,0.19
0.095,0.793,0.0129,0.19
0.095,0.8,0.0117,0.189
0.095,0.807,0.0102,0.188
0.095,0.813,0.00862,0.187
0.095,0.82,0.00708,0.187
0.095,0.827,0.00565,0.186
0.095,0.833,0.00423,0.186
0.095,0.84,0.00277,0.187
0.095,0.847,0.00121,0.188
0.095,0.853,-0.000523,0.189
0.095,0.86,-0.00241,0.189
0.095,0.867,-0.00421,0.19
0.095,0.873,-0.00528,0.19
0.095,0.88,-0.00472,0.19
0.095,0.887,-0.00197,0.189
0.095,0.893,0.00271,0.188
0.095,0.9,0.00858,0.187
0.095,0.907,0.015,0.186
0.095,0.913,0.0214,0.185
0.095,0.92,0.0274,0.185
0.095,0.927,0.0325,0.184
0.095,0.933,0.0365,0.184
0.095,0.94,0.0389,0.183
0.095,0.947,0.0399,0.183
0.095,0.953,0.0397,0.184
0.095,0.96,0.0385,0.184
0.095,0.967,0.0366,0.185
0.095,0.973,0.0343,0.186
0.095,0.98,0.0319,0.186
0.095,0.987,0.0295,0.187
0.095,0.993,0.0269,0.189
0.095,1,0.0239,0.19
0.1,0,0.872,-0.353
0.1,0.00667,0.659,-0.0937
0.1,0.0133,0.345,0.0533
0.1,0.02,0.242,-0.00674
0.1,0.0267,0.241,0.0522
0.1,0.0333,0.238,0.0703
0.1,0.04,0.227,0.0899
0.1,0.0467,0.207,0.103
0.1,0.0533,0.182,0.11
0.1,0.06,0.153,0.112
0.1,0.0667,0.123,0.109
0.1,0.0733,0.0957,0.104
0.1,0.08,0.0719,0.0969
0.1,0.0867,0.053,0.0887
0.1,0.0933,0.0391,0.0807
0.1,0.1,0.0292,0.0735
0.1,0.107,0.0219,0.0678
0.1,0.113,0.0159,0.0637
0.1,0.12,0.0101,0.0612
0.1,0.127,0.00409,0.06
0.1,0.133,-0.00214,0.0598
0.1,0.14,-0.00832,0.0602
0.1,0.147,-0.014,0.0616
0.1,0.153,-0.0186,0.0643
0.1,0.16,-0.0225,0.0688
0.1,0.167,-0.0261,0.0756
0.1,0.173,-0.0305,0.085
0.1,0.18,-0.0371,0.0969
0.1,0.187,-0.0471,0.111
0.1,0.193,-0.0616,0.126
0.1,0.2,-0.0809,0.14
0.1,0.207,-0.105,0.153
0.1,0.213,-0.133,0.163
0.1,0.22,-0.164,0.17
0.1,0.227,-0.198,0.173
0.1,0.233,-0.231,0.173
0.1,0.24,-0.263,0.17
0.1,0.247,-0.292,0.164
0.1,0.253,-0.316,0.158
0.1,0.26,-0.335,0.151
0.1,0.267,-0.347,0.143
0.1,0.273,-0.353,0.135
0.1,0.28,-0.352,0.127
0.1,0.287,-0.344,0.118
0.1,0.293,-0.33,0.109
0.1,0.3,-0.312,0.0995
0.1,0.307,-0.289,0.0893
0.1,0.313,-0.262,0.0792
0.1,0.32,-0.231,0.0695
0.1,0.327,-0.197,0.0603
0.1,0.333,-0.162,0.052
0.1,0.34,-0.126,0.0446
0.1,0.347,-0.0895,0.0386
0.1,0.353,-0.0525,0.0341
0.1,0.36,-0.0164,0.032
0.1,0.367,0.018,0.0324
0.1,0.373,0.0499,0.0354
0.1,0.38,0.0789,0.0408
0.1,0.387,0.104,0.0484
0.1,0.393,0.126,0.058
0.1,0.4,0.143,0.0691
0.1,0.407,0.156,0.0814
0.1,0.413,0.165,0.0944
0.1,0.42,0.169,0.108
0.1,0.427,0.17,0.121
0.1,0.433,0.167,0.134
0.1,0.44,0.161,0.146
0.1,0.447,0.153,0.157
0.1,0.453,0.143,0.167
0.1,0.46,0.13,0.176
0.1,0.467,0.117,0.184
0.1,0.473,0.103,0.191
0.1,0.48,0.0875,0.196
0.1,0.487,0.0721,0.199
0.1,0.493,0.0569,0.202
0.1,0.5,0.0423,0.203
0.1,0.507,0.0287,0.203
0.1,0.513,0.0163,0.203
0.1,0.52,0.00544,0.203
0.1,0.527,-0.00389,0.202
0.1,0.533,-0.0118,0.201
0.1,0.54,-0.0186,0.199
0.1,0.547,-0.0243,0.197
0.1,0.553,-0.0289,0.194
0.1,0.56,-0.0322,0.191
0.1,0.567,-0.0343,0.187
0.1,0.573,-0.0353,0.183
0.1,0.58,-0.0355,0.179
0.1,0.587,-0.035,0.175
0.1,0.593,-0.0336,0.17
0.1,0.6,-0.031,0.166
0.1,0.607,-0.0269,0.162
0.1,0.613,-0.0211,0.157
0.1,0.62,-0.0136,0.153
0.1,0.627,-0.00483,0.15
0.1,0.633,0.00448,0.147
0.1,0.64,0.0137,0.146
0.1,0.647,0.0223,0.144
0.1,0.653,0.0304,0.143
0.1,0.66,0.0376,0.143
0.1,0.667,0.044,0.143
0.1,0.673,0.0489,0.144
0.1,0.68,0.0522,0.147
0.1,0.687,0.0534,0.149
0.1,0.693,0.0527,0.152
0.1,0.7,0.0504,0.155
0.1,0.707,0.047,0.158
0.1,0.713,0.0428,0.161
0.1,0.72,0.038,0.163
0.1,0.727,0.0329,0.165
0.1,0.733,0.0282,0.166
0.1,0.74,0.0244,0.166
0.1,0.747,0.0217,0.166
0.1,0.753,0.0197,0.165
0.1,0.76,0.0184,0.165
0.1,0.767,0.0176,0.164
0.1,0.773,0.0171,0.163
0.1,0.78,0.0168,0.162
0.1,0.787,0.0163,0.161
0.1,0.793,0.0156,0.16
0.1,0.8,0.0143,0.16
0.1,0.807,0.0127,0.159
0.1,0.813,0.011,0.158
0.1,0.82,0.00934,0.158
0.1,0.827,0.00772,0.157
0.1,0.833,0.00607,0.157
0.1,0.84,0.00438,0.158
0.1,0.847,0.00268,0.158
0.1,0.853,0.000957,0.159
0.1,0.86,-0.00078,0.159
0.1,0.867,-0.00229,0.159
0.1,0.873,-0.00297,0.158
0.1,0.88,-0.00208,0.157
0.1,0.887,0.000819,0.155
0.1,0.893,0.00546,0.153
0.1,0.9,0.0112,0.152
0.1,0.907,0.0175,0.15
0.1,0.913,0.0237,0.149
0.1,0.92,0.0294,0.149
0.1,0.927,0.0343,0.149
0.1,0.933,0.0379,0.149
0.1,0.94,0.0401,0.149
0.1,0.947,0.0408,0.15
0.1,0.953,0.0404,0.151
0.1,0.96,0.0391,0.152
0.1,0.967,0.0371,0.153
0.1,0.973,0.0348,0.154
0.1,0.98,0.0324,0.155
0.1,0.987,0.03,0.156
0.1,0.993,0.0274,0.158
0.1,1,0.0244,0.159
0.105,0,0.909,-0.361
0.105,0.00667,0.681,-0.0972
0.105,0.0133,0.346,0.0525
0.105,0.02,0.236,-0.00673
0.105,0.0267,0.236,0.055
0.105,0.0333,0.235,0.074
0.105,0.04,0.225,0.0948
0.105,0.0467,0.208,0.11
0.105,0.0533,0.184,0.12
0.105,0.06,0.157,0.125
0.105,0.0667,0.129,0.126
0.105,0.0733,0.103,0.123
0.105,0.08,0.0796,0.118
0.105,0.0867,0.0608,0.111
0.105,0.0933,0.0464,0.104
0.105,0.1,0.0355,0.0975
0.105,0.107,0.0269,0.0925
0.105,0.113,0.0196,0.089
0.105,0.12,0.0127,0.087
0.105,0.127,0.00579,0.0862
0.105,0.133,-0.00118,0.0863
0.105,0.14,-0.00808,0.0873
0.105,0.147,-0.0146,0.0891
0.105,0.153,-0.0204,0.0921
0.105,0.16,-0.0256,0.0969
0.105,0.167,-0.0306,0.104
0.105,0.173,-0.0362,0.114
0.105,0.18,-0.0435,0.126
0.105,0.187,-0.0536,0.141
0.105,0.193,-0.0673,0.156
0.105,0.2,-0.085,0.171
0.105,0.207,-0.107,0.184
0.105,0.213,-0.132,0.194
0.105,0.22,-0.161,0.2
0.105,0.227,-0.191,0.202
0.105,0.233,-0.222,0.2
0.105,0.24,-0.251,0.194
0.105,0.247,-0.278,0.184
0.105,0.253,-0.301,0.173
0.105,0.26,-0.319,0.161
0.105,0.267,-0.331,0.149
0.105,0.273,-0.337,0.135
0.105,0.28,-0.335,0.121
0.105,0.287,-0.328,0.107
0.105,0.293,-0.315,0.092
0.105,0.3,-0.296,0.077
0.105,0.307,-0.274,0.0618
0.105,0.313,-0.247,0.0469
0.105,0.32,-0.217,0.0327
0.105,0.327,-0.185,0.0196
0.105,0.333,-0.152,0.00739
0.105,0.34,-0.118,-0.00359
0.105,0.347,-0.0841,-0.0131
0.105,0.353,-0.0498,-0.0205
0.105,0.36,-0.0166,-0.025
0.105,0.367,0.0149,-0.0263
0.105,0.373,0.044,-0.0244
0.105,0.38,0.0705,-0.0196
0.105,0.387,0.0939,-0.012
0.105,0.393,0.114,-0.002
0.105,0.4,0.13,0.0101
0.105,0.407,0.142,0.0238
0.105,0.413,0.15,0.0386
0.105,0.42,0.155,0.0537
0.105,0.427,0.156,0.069
0.105,0.433,0.154,0.0839
0.105,0.44,0.15,0.0984
0.105,0.447,0.143,0.112
0.105,0.453,0.134,0.124
0.105,0.46,0.123,0.135
0.105,0.467,0.112,0.145
0.105,0.473,0.0987,0.153
0.105,0.48,0.0849,0.159
0.105,0.487,0.0708,0.164
0.105,0.493,0.0567,0.167
0.105,0.5,0.0429,0.17
0.105,0.507,0.0299,0.171
0.105,0.513,0.0181,0.171
0.105,0.52,0.00762,0.171
0.105,0.527,-0.0014,0.17
0.105,0.533,-0.00908,0.168
0.105,0.54,-0.0155,0.166
0.105,0.547,-0.0209,0.163
0.105,0.553,-0.0251,0.16
0.105,0.56,-0.0282,0.156
0.105,0.567,-0.0301,0.152
0.105,0.573,-0.0311,0.147
0.105,0.58,-0.0314,0.142
0.105,0.587,-0.031,0.138
0.105,0.593,-0.0297,0.133
0.105,0.6,-0.0272,0.128
0.105,0.607,-0.0233,0.123
0.105,0.613,-0.0177,0.118
0.105,0.62,-0.0104,0.113
0.105,0.627,-0.00209,0.11
0.105,0.633,0.0066,0.107
